"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
8526,10,16,1983,6,"DM","F","33","34","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8651,11,13,1983,6,"DM","F","35","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8770,12,9,1983,6,"DM","M","35","37","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8772,12,9,1983,6,"DM","F","37","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8777,12,9,1983,6,"DM","F","36","40","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8782,12,9,1983,6,"DM","F","33","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8854,2,5,1984,6,"DM","M","37","40","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8871,2,5,1984,6,"DM","M","38","48","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8873,2,5,1984,6,"DM","F","37","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8877,2,5,1984,6,"DM","F","37","40","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8884,2,5,1984,6,"DM","F","36","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8893,2,5,1984,6,"DM","F","37","45","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8952,3,13,1984,6,"DM","M","37","50","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8972,3,13,1984,6,"DM","M","36","40","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9051,4,10,1984,6,"DM","M","37","43","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9124,5,13,1984,6,"DM","F","34","49","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9134,5,13,1984,6,"DM","M","37","47","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9140,5,13,1984,6,"DM","F","36","47","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9195,5,13,1984,6,"DM","M","36","42","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9251,5,28,1984,6,"DM","F","36","26","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9520,9,29,1984,6,"DM","M","34","37","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9529,9,29,1984,6,"DM","F","36","35","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9534,9,29,1984,6,"DM","F","34","36","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9629,10,20,1984,6,"DM","F","37","38","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9721,12,30,1984,6,"DM","F","35","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9796,1,19,1985,6,"DM","F","37","35","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9798,1,19,1985,6,"DM","F","36","38","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9800,1,19,1985,6,"DM","M","36","45","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9803,1,19,1985,6,"DM","F","35","32","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9814,1,19,1985,6,"DM","M","37","37","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9842,1,19,1985,6,"DM","F","33","27","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9855,1,19,1985,6,"DM","M","37","37","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9925,2,16,1985,6,"DM","F","35","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9930,2,16,1985,6,"DM","M","35","38","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9931,2,16,1985,6,"DM","F","36","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9938,2,16,1985,6,"DM","F","36","39","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9946,2,16,1985,6,"DM","F","33","30","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9948,2,16,1985,6,"DM","M","36","49","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9974,2,16,1985,6,"DM","M","47","39","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10035,3,16,1985,6,"DM","M","34","43","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10036,3,16,1985,6,"DM","M","33","37","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10038,3,16,1985,6,"DM","F","37","41","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10039,3,16,1985,6,"DM","F","35","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10041,3,16,1985,6,"DM","M","35","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10046,3,16,1985,6,"DM","M","36","50","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10080,3,16,1985,6,"DM","M","35","45","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10081,3,16,1985,6,"DM","F","32","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10144,4,20,1985,6,"DM","F","37","47","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10147,4,20,1985,6,"DM","M","37","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10151,4,20,1985,6,"DM","F","35","25","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10162,4,20,1985,6,"DM","F","34","41","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10170,4,20,1985,6,"DM","M","35","43","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10180,4,20,1985,6,"DM","M","38","49","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10237,4,20,1985,6,"DM","M","37","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10247,4,20,1985,6,"DM","F","33","44","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10478,6,15,1985,6,"DM","F","36","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10759,9,21,1985,6,"DM","","","","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
11233,3,8,1986,6,"DM","F","37","52","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
11236,3,8,1986,6,"DM","M","37","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
11981,11,15,1986,6,"DM","M","34","48","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
11991,11,15,1986,6,"DM","F","35","29","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12076,12,14,1986,6,"DM","M","35","43","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12104,12,14,1986,6,"DM","F","35","37","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12181,1,31,1987,6,"DM","M","36","43","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12185,1,31,1987,6,"DM","F","35","39","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12316,3,1,1987,6,"DM","F","35","41","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12318,3,1,1987,6,"DM","M","36","41","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12326,3,1,1987,6,"DM","M","36","49","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12472,4,4,1987,6,"DM","M","34","52","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
12896,6,30,1987,6,"DM","M","35","50","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
13722,11,21,1987,6,"DM","","","","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
13851,1,23,1988,6,"DM","M","34","45","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
14031,2,21,1988,6,"DM","M","36","48","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
14457,5,14,1988,6,"DM","F","36","44","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
14477,5,14,1988,6,"DM","M","37","32","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
15068,11,5,1988,6,"DM","M","36","47","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
15192,12,13,1988,6,"DM","M","36","45","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
16545,10,8,1989,6,"DM","M","36","40","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
19326,11,15,1991,6,"DM","M","37","41","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
19471,12,8,1991,6,"DM","M","36","44","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
20551,12,22,1992,6,"DM","M","37","45","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
29252,2,21,1999,6,"DM","F","37","46","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
29254,2,21,1999,6,"DM","M","33","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
29387,3,15,1999,6,"DM","F","37","42","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
34322,6,16,2002,6,"DM","M","35","33","Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10,7,16,1977,6,"PF","F","20","","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
1161,8,5,1978,6,"PF","F","16","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
2730,3,9,1980,6,"PF","M","","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
2824,3,22,1980,6,"PF","","","","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
2875,4,18,1980,6,"PF","M","","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
3100,6,23,1980,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
3540,11,9,1980,6,"PF","M","14","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
3589,12,15,1980,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
3791,1,12,1981,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
3903,2,1,1981,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
4658,7,8,1981,6,"PF","F","13","5","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
5066,11,23,1981,6,"PF","M","17","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
5989,6,28,1982,6,"PF","M","","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
6013,6,28,1982,6,"PF","M","","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
6206,7,25,1982,6,"PF","F","","15","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
6594,9,18,1982,6,"PF","M","16","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
6864,10,24,1982,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
7879,5,15,1983,6,"PF","F","16","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
8026,6,18,1983,6,"PF","F","16","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
8254,8,16,1983,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
8397,9,11,1983,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
9260,5,28,1984,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16422,9,3,1989,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16425,9,3,1989,6,"PF","F","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16641,11,4,1989,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16746,12,4,1989,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16881,1,6,1990,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16924,1,6,1990,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16984,1,29,1990,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
16999,1,29,1990,6,"PF","M","17","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17002,1,29,1990,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17125,2,24,1990,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17130,2,24,1990,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17140,2,24,1990,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17246,3,29,1990,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17286,3,29,1990,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17465,4,26,1990,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17584,6,21,1990,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17598,6,21,1990,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
17676,7,21,1990,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
19087,9,11,1991,6,"PF","F","15","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
19186,10,11,1991,6,"PF","F","14","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
19337,11,15,1991,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
19340,11,15,1991,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
19494,12,8,1991,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
19784,3,7,1992,6,"PF","F","14","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
20060,5,31,1992,6,"PF","F","15","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
20219,7,31,1992,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
20289,8,30,1992,6,"PF","F","20","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
20295,8,30,1992,6,"PF","F","15","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
20736,3,18,1993,6,"PF","M","14","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21306,12,15,1993,6,"PF","M","16","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21469,3,12,1994,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21521,4,11,1994,6,"PF","M","17","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21590,5,19,1994,6,"PF","F","15","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21736,8,18,1994,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21785,9,7,1994,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21912,11,2,1994,6,"PF","F","16","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21975,12,5,1994,6,"PF","F","16","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
21978,12,5,1994,6,"PF","F","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22085,2,5,1995,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22138,3,5,1995,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22196,4,2,1995,6,"PF","F","13","","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22289,4,30,1995,6,"PF","M","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22337,6,8,1995,6,"PF","F","16","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22359,6,8,1995,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22407,6,28,1995,6,"PF","F","16","5","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22409,6,28,1995,6,"PF","M","14","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22479,7,21,1995,6,"PF","M","15","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22502,7,21,1995,6,"PF","M","17","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22599,8,27,1995,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22607,8,27,1995,6,"PF","F","14","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22611,8,27,1995,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22769,9,24,1995,6,"PF","M","16","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22810,9,24,1995,6,"PF","M","16","12","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22921,10,29,1995,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
22970,10,29,1995,6,"PF","F","16","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23317,1,28,1996,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23330,1,28,1996,6,"PF","F","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23439,2,25,1996,6,"PF","F","16","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23465,2,25,1996,6,"PF","M","17","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23467,2,25,1996,6,"PF","M","16","10","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23478,2,25,1996,6,"PF","F","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23743,4,15,1996,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23764,4,15,1996,6,"PF","M","15","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23784,4,15,1996,6,"PF","M","14","","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23837,4,15,1996,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23871,4,15,1996,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23958,5,24,1996,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23994,5,24,1996,6,"PF","F","14","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
23996,5,24,1996,6,"PF","M","15","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24341,8,15,1996,6,"PF","F","16","9","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24349,8,15,1996,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24363,8,15,1996,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24476,9,22,1996,6,"PF","F","","","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24507,9,22,1996,6,"PF","F","15","5","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24601,10,13,1996,6,"PF","F","16","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24629,10,13,1996,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24638,10,13,1996,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24655,10,13,1996,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
24729,11,17,1996,6,"PF","F","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
25096,2,9,1997,6,"PF","M","16","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
25107,2,9,1997,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
25319,3,16,1997,6,"PF","M","15","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
25404,3,16,1997,6,"PF","M","16","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
25601,4,13,1997,6,"PF","M","15","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
25974,6,9,1997,6,"PF","F","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
26454,7,9,1997,6,"PF","M","16","7","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
35308,12,8,2002,6,"PF","F","16","6","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
35506,12,31,2002,6,"PF","M","13","8","Perognathus","flavus","Rodent","Short-term Krat Exclosure"
2190,11,17,1979,6,"PE","M","19","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
5325,1,25,1982,6,"PE","M","20","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
5465,2,23,1982,6,"PE","M","21","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
5679,3,30,1982,6,"PE","F","21","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
6214,7,25,1982,6,"PE","M","","24","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
8796,12,9,1983,6,"PE","F","20","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
9285,5,28,1984,6,"PE","F","19","26","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
9369,7,4,1984,6,"PE","F","20","26","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
9410,7,31,1984,6,"PE","F","20","25","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
9560,9,29,1984,6,"PE","M","19","18","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
9975,2,16,1985,6,"PE","F","20","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
10082,3,16,1985,6,"PE","M","20","15","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
10250,4,20,1985,6,"PE","M","19","19","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
10776,9,21,1985,6,"PE","M","19","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
10884,10,12,1985,6,"PE","M","19","18","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
11279,3,8,1986,6,"PE","M","19","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
11483,5,10,1986,6,"PE","M","20","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
12524,4,4,1987,6,"PE","F","19","26","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
12917,6,30,1987,6,"PE","M","20","15","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13413,9,26,1987,6,"PE","F","20","24","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13561,10,24,1987,6,"PE","F","21","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13661,11,21,1987,6,"PE","M","21","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13710,11,21,1987,6,"PE","F","20","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13870,1,23,1988,6,"PE","M","22","24","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13895,1,23,1988,6,"PE","M","18","18","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
13908,1,23,1988,6,"PE","F","21","26","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14018,2,21,1988,6,"PE","M","21","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14041,2,21,1988,6,"PE","M","22","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14095,2,21,1988,6,"PE","F","21","24","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14234,3,20,1988,6,"PE","M","21","24","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14240,3,20,1988,6,"PE","F","22","26","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14446,4,19,1988,6,"PE","M","21","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14450,4,19,1988,6,"PE","F","20","30","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14481,5,14,1988,6,"PE","F","21","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14541,6,11,1988,6,"PE","M","21","13","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14574,6,11,1988,6,"PE","M","20","","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14582,6,11,1988,6,"PE","M","20","14","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14785,8,9,1988,6,"PE","M","20","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14945,10,8,1988,6,"PE","F","17","15","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14968,10,8,1988,6,"PE","M","18","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
14972,10,8,1988,6,"PE","M","19","14","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15072,11,5,1988,6,"PE","M","20","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15078,11,5,1988,6,"PE","F","19","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15081,11,5,1988,6,"PE","M","20","17","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15171,12,13,1988,6,"PE","F","20","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15336,1,10,1989,6,"PE","M","18","21","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15381,1,10,1989,6,"PE","F","21","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15496,2,4,1989,6,"PE","F","20","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15509,2,4,1989,6,"PE","","","","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15708,3,12,1989,6,"PE","M","20","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
15717,3,12,1989,6,"PE","M","21","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
16354,7,29,1989,6,"PE","M","19","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
16445,9,3,1989,6,"PE","F","19","28","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
16543,10,8,1989,6,"PE","F","21","27","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
16589,10,8,1989,6,"PE","M","21","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
16600,11,4,1989,6,"PE","F","21","25","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
16657,11,4,1989,6,"PE","M","22","24","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
17046,1,29,1990,6,"PE","F","21","26","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
17296,3,29,1990,6,"PE","M","21","25","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
18141,12,16,1990,6,"PE","M","20","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
26035,6,9,1997,6,"PE","M","21","22","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
26949,9,28,1997,6,"PE","M","20","19","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
27118,10,26,1997,6,"PE","M","20","20","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
27224,11,22,1997,6,"PE","F","20","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
27285,11,22,1997,6,"PE","M","21","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
27410,12,29,1997,6,"PE","M","21","23","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
28429,8,23,1998,6,"PE","F","20","18","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
28430,8,23,1998,6,"PE","M","19","18","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
33749,4,16,2002,6,"PE","F","20","31","Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
252,10,16,1977,6,"DS","F","53","","Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
837,5,6,1978,6,"DS","F","48","73","Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
868,5,17,1978,6,"DS","F","50","83","Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
871,5,17,1978,6,"DS","F","","74","Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
1004,6,9,1978,6,"DS","F","50","82","Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
