row_id,studyname,sample_number,species,region,island,stage,individual_id,clutch_completion,date_egg,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,delta_15n,delta_13c,comments,year,clutch_complete,morphology_complete,isotope_complete,quality_issue
gen-108,PAL0910,108,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,2009-11-10,53.4,15.8,219.0,5500.0,Male,8.41017,-26.33867,,2009.0,True,True,True,none
gen-109,PAL0910,109,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,2009-11-09,43.3,14.0,208.0,4575.0,Female,8.4207,-26.38092,,2009.0,True,True,True,none
gen-110,PAL0910,110,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,2009-11-09,48.1,15.1,209.0,5500.0,Male,8.45738,-26.22664,,2009.0,True,True,True,none
gen-111,PAL0910,111,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,2009-11-20,50.5,15.2,216.0,5000.0,Female,8.24691,-26.18466,,2009.0,True,True,True,none
gen-112,PAL0910,112,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,2009-11-20,49.8,15.9,229.0,5950.0,Male,8.29226,-26.21019,,2009.0,True,True,True,none
gen-113,PAL0910,113,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,2009-11-27,43.5,15.2,213.0,4650.0,Female,8.21634,-26.11046,,2009.0,True,True,True,none
gen-114,PAL0910,114,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,2009-11-27,51.5,16.3,230.0,5500.0,Male,8.78557,-25.76147,,2009.0,True,True,True,none
gen-115,PAL0910,115,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,2009-11-25,46.2,14.1,217.0,4375.0,Female,8.30231,-25.96013,,2009.0,True,True,True,none
gen-116,PAL0910,116,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,2009-11-25,55.1,16.0,230.0,5850.0,Male,8.08354,-26.18161,,2009.0,True,True,True,none
gen-117,PAL0910,117,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,Yes,2009-12-01,44.5,15.7,217.0,4875.0,,8.04111,-26.18444,Sexing primers did not amplify.,2009.0,True,True,True,missing_sex
gen-118,PAL0910,118,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,Yes,2009-12-01,48.8,16.2,222.0,6000.0,Male,8.33825,-25.88547,,2009.0,True,True,True,none
gen-119,PAL0910,119,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,No,2009-12-01,47.2,13.7,214.0,4925.0,Female,7.99184,-26.20538,Nest never observed with full clutch.,2009.0,False,True,True,none
gen-120,PAL0910,120,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,2009-12-01,,,,,,,,Adult not sampled. Nest never observed with full clutch.,2009.0,False,False,False,missing_sex
gen-121,PAL0910,121,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,2009-11-22,46.8,14.3,215.0,4850.0,Female,8.41151,-26.13832,,2009.0,True,True,True,none
gen-122,PAL0910,122,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,2009-11-22,50.4,15.7,222.0,5750.0,Male,8.30166,-26.04117,,2009.0,True,True,True,none
gen-123,PAL0910,123,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,2009-11-22,45.2,14.8,212.0,5200.0,Female,8.24246,-26.11969,,2009.0,True,True,True,none
gen-124,PAL0910,124,Gentoo,Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,2009-11-22,49.9,16.1,213.0,5400.0,Male,8.3639,-26.15531,,2009.0,True,True,True,none
chi-001,PAL0708,1,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,2007-11-19,46.5,17.9,192.0,3500.0,Female,9.03935,-24.30229,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-002,PAL0708,2,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,2007-11-19,50.0,19.5,196.0,3900.0,Male,8.92069,-24.23592,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-003,PAL0708,3,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,2007-11-26,51.3,19.2,193.0,3650.0,Male,9.29078,-24.7557,,2007.0,True,True,True,none
chi-004,PAL0708,4,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,2007-11-26,45.4,18.7,188.0,3525.0,Female,8.64701,-24.62717,,2007.0,True,True,True,none
chi-005,PAL0708,5,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N64A1,Yes,2007-11-21,52.7,19.8,197.0,3725.0,Male,9.00642,-24.61867,,2007.0,True,True,True,none
chi-006,PAL0708,6,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N64A2,Yes,2007-11-21,45.2,17.8,198.0,3950.0,Female,8.88942,-24.49433,,2007.0,True,True,True,none
chi-007,PAL0708,7,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N66A1,Yes,2007-11-28,46.1,18.2,178.0,3250.0,Female,8.85664,-24.55644,,2007.0,True,True,True,none
chi-008,PAL0708,8,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,2007-11-28,51.3,18.2,197.0,3750.0,Male,8.63701,-24.84059,,2007.0,True,True,True,none
chi-009,PAL0708,9,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,2007-11-21,46.0,18.9,195.0,4150.0,Female,8.47173,-24.29229,,2007.0,True,True,True,none
chi-010,PAL0708,10,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,2007-11-21,51.3,19.9,198.0,3700.0,Male,8.79581,-24.36088,,2007.0,True,True,True,none
chi-011,PAL0708,11,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N68A1,Yes,2007-11-28,46.6,17.8,193.0,3800.0,Female,8.95063,-24.59897,,2007.0,True,True,True,none
chi-012,PAL0708,12,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,2007-11-28,51.7,20.3,194.0,3775.0,Male,8.68747,-24.38751,,2007.0,True,True,True,none
chi-013,PAL0708,13,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,2007-11-26,47.0,17.3,185.0,3700.0,Female,8.72037,-24.80526,,2007.0,True,True,True,none
chi-014,PAL0708,14,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,2007-11-26,52.0,18.1,201.0,4050.0,Male,9.0233,-24.38933,,2007.0,True,True,True,none
chi-015,PAL0708,15,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,2007-11-22,45.9,17.1,190.0,3575.0,Female,9.12277,-24.90024,,2007.0,True,True,True,none
chi-016,PAL0708,16,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N70A2,Yes,2007-11-22,50.5,19.6,201.0,4050.0,Male,9.8059,-24.7294,,2007.0,True,True,True,none
chi-017,PAL0708,17,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N71A1,No,2007-11-30,50.3,20.0,197.0,3300.0,Male,10.02019,-24.54704,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-018,PAL0708,18,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N71A2,No,2007-11-30,58.0,17.8,181.0,3700.0,Female,9.14382,-24.57994,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-019,PAL0708,19,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,2007-11-30,46.4,18.6,190.0,3450.0,Female,9.32105,-24.64162,,2007.0,True,True,True,none
chi-020,PAL0708,20,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,2007-11-30,49.2,18.2,195.0,4400.0,Male,9.27158,-24.64335,,2007.0,True,True,True,none
chi-021,PAL0708,21,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N73A1,Yes,2007-12-03,42.4,17.3,181.0,3600.0,Female,9.35138,-24.6879,,2007.0,True,True,True,none
chi-022,PAL0708,22,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N73A2,Yes,2007-12-03,48.5,17.5,191.0,3400.0,Male,9.42666,-24.26375,,2007.0,True,True,True,none
chi-023,PAL0708,23,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N85A1,No,2007-11-28,43.2,16.6,187.0,2900.0,Female,9.35416,-25.01185,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-024,PAL0708,24,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N85A2,No,2007-11-28,50.6,19.4,193.0,3800.0,Male,9.28153,-24.97134,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-025,PAL0708,25,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N89A1,No,2007-11-28,46.7,17.9,195.0,3300.0,Female,9.74144,-24.59467,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-026,PAL0708,26,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N89A2,No,2007-11-28,52.0,19.0,197.0,4150.0,Male,9.36799,-24.47142,Nest never observed with full clutch.,2007.0,False,True,True,none
chi-027,PAL0809,27,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,2008-11-25,50.5,18.4,200.0,3400.0,Female,8.9399,-23.89017,Nest never observed with full clutch.,2008.0,False,True,True,none
chi-028,PAL0809,28,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,2008-11-25,49.5,19.0,200.0,3800.0,Male,9.63074,-24.34684,Nest never observed with full clutch.,2008.0,False,True,True,none
chi-029,PAL0809,29,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,2008-11-14,46.4,17.8,191.0,3700.0,Female,9.37369,-24.52896,,2008.0,True,True,True,none
chi-030,PAL0809,30,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,2008-11-14,52.8,20.0,205.0,4550.0,Male,9.25177,-24.69638,,2008.0,True,True,True,none
chi-031,PAL0809,31,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N63A1,Yes,2008-11-24,40.9,16.6,187.0,3200.0,Female,9.08458,-24.54903,,2008.0,True,True,True,none
chi-032,PAL0809,32,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N63A2,Yes,2008-11-24,54.2,20.8,201.0,4300.0,Male,9.49283,-24.59996,,2008.0,True,True,True,none
chi-033,PAL0809,33,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N65A1,Yes,2008-11-24,42.5,16.7,187.0,3350.0,Female,9.36668,-24.45195,,2008.0,True,True,True,none
chi-034,PAL0809,34,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N65A2,Yes,2008-11-24,51.0,18.8,203.0,4100.0,Male,9.23196,-24.17282,,2008.0,True,True,True,none
chi-035,PAL0809,35,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,2008-11-25,49.7,18.6,195.0,3600.0,Male,9.75486,-24.31198,,2008.0,True,True,True,none
chi-036,PAL0809,36,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,2008-11-25,47.5,16.8,199.0,3900.0,Female,9.07825,-25.1455,,2008.0,True,True,True,none
chi-037,PAL0809,37,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,2008-11-14,47.6,18.3,195.0,3850.0,Female,8.83502,-24.65859,,2008.0,True,True,True,none
chi-038,PAL0809,38,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,2008-11-14,52.0,20.7,210.0,4800.0,Male,9.43146,-24.6844,,2008.0,True,True,True,none
chi-039,PAL0809,39,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A1,No,2008-11-24,46.9,16.6,192.0,2700.0,Female,9.80589,-24.73735,Nest never observed with full clutch.,2008.0,False,True,True,none
chi-040,PAL0809,40,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N72A2,No,2008-11-24,53.5,19.9,205.0,4500.0,Male,10.02544,-24.90816,Nest never observed with full clutch.,2008.0,False,True,True,none
chi-041,PAL0809,41,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N74A1,Yes,2008-11-24,49.0,19.5,210.0,3950.0,Male,9.53262,-24.66867,,2008.0,True,True,True,none
chi-042,PAL0809,42,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N74A2,Yes,2008-11-24,46.2,17.5,187.0,3650.0,Female,9.61734,-24.66188,,2008.0,True,True,True,none
chi-043,PAL0809,43,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N75A1,Yes,2008-11-14,50.9,19.1,196.0,3550.0,Male,10.02372,-24.86594,,2008.0,True,True,True,none
chi-044,PAL0809,44,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N75A2,Yes,2008-11-14,45.5,17.0,196.0,3500.0,Female,9.36493,-24.66259,,2008.0,True,True,True,none
chi-045,PAL0910,45,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N86A1,Yes,2009-11-17,50.9,17.9,196.0,3675.0,Female,9.43684,-24.16566,,2009.0,True,True,True,none
chi-046,PAL0910,46,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N86A2,Yes,2009-11-17,50.8,18.5,201.0,4450.0,Male,9.45827,-24.35575,,2009.0,True,True,True,none
chi-047,PAL0910,47,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N87A1,Yes,2009-11-27,50.1,17.9,190.0,3400.0,Female,9.46819,-24.45721,,2009.0,True,True,True,none
chi-048,PAL0910,48,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N87A2,Yes,2009-11-27,49.0,19.6,212.0,4300.0,Male,9.34089,-24.45189,,2009.0,True,True,True,none
chi-049,PAL0910,49,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N88A1,Yes,2009-11-23,51.5,18.7,187.0,3250.0,Male,9.6895,-24.43062,,2009.0,True,True,True,none
chi-050,PAL0910,50,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N88A2,Yes,2009-11-23,49.8,17.3,198.0,3675.0,Female,9.32169,-24.41562,,2009.0,True,True,True,none
chi-051,PAL0910,51,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N90A1,Yes,2009-11-21,48.1,16.4,199.0,3325.0,Female,9.46929,-24.48403,,2009.0,True,True,True,none
chi-052,PAL0910,52,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N90A2,Yes,2009-11-21,51.4,19.0,201.0,3950.0,Male,9.43782,-24.36202,,2009.0,True,True,True,none
chi-053,PAL0910,53,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N92A1,Yes,2009-11-23,45.7,17.3,193.0,3600.0,Female,9.415,-24.805,,2009.0,True,True,True,none
chi-054,PAL0910,54,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N92A2,Yes,2009-11-23,50.7,19.7,203.0,4050.0,Male,9.93727,-24.59066,,2009.0,True,True,True,none
chi-055,PAL0910,55,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N93A1,Yes,2009-11-27,42.5,17.3,187.0,3350.0,Female,9.56534,-24.60882,,2009.0,True,True,True,none
chi-056,PAL0910,56,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N93A2,Yes,2009-11-27,52.2,18.8,197.0,3450.0,Male,9.77528,-24.56481,,2009.0,True,True,True,none
chi-057,PAL0910,57,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N94A1,Yes,2009-11-21,45.2,16.6,191.0,3250.0,Female,9.62357,-24.78984,,2009.0,True,True,True,none
chi-058,PAL0910,58,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N94A2,Yes,2009-11-21,49.3,19.9,203.0,4050.0,Male,9.88809,-24.59513,,2009.0,True,True,True,none
chi-059,PAL0910,59,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N95A1,Yes,2009-11-21,50.2,18.8,202.0,3800.0,Male,9.74492,-24.404,,2009.0,True,True,True,none
chi-060,PAL0910,60,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N95A2,Yes,2009-11-21,45.6,19.4,194.0,3525.0,Female,9.46985,-24.65786,,2009.0,True,True,True,none
chi-061,PAL0910,61,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N96A1,Yes,2009-11-27,51.9,19.5,206.0,3950.0,Male,,-23.78767,No delta15N data received from lab.,2009.0,True,True,False,missing_isotope
chi-062,PAL0910,62,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N96A2,Yes,2009-11-27,46.8,16.5,189.0,3650.0,Female,9.65061,-24.48153,,2009.0,True,True,True,none
chi-063,PAL0910,63,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N98A1,Yes,2009-11-19,45.7,17.0,195.0,3650.0,Female,9.26715,-24.31912,,2009.0,True,True,True,none
chi-064,PAL0910,64,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N98A2,Yes,2009-11-19,55.8,19.8,207.0,4000.0,Male,9.70465,-24.53494,,2009.0,True,True,True,none
chi-065,PAL0910,65,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N99A1,No,2009-11-21,43.5,18.1,202.0,3400.0,Female,9.37608,-24.40753,Nest never observed with full clutch.,2009.0,False,True,True,none
chi-066,PAL0910,66,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N99A2,No,2009-11-21,49.6,18.2,193.0,3775.0,Male,9.4618,-24.70615,Nest never observed with full clutch.,2009.0,False,True,True,none
chi-067,PAL0910,67,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N100A1,Yes,2009-11-21,50.8,19.0,210.0,4100.0,Male,9.98044,-24.68741,,2009.0,True,True,True,none
chi-068,PAL0910,68,Chinstrap,Anvers,Dream,"Adult, 1 Egg Stage",N100A2,Yes,2009-11-21,50.2,18.7,198.0,3775.0,Female,9.39305,-24.25255,,2009.0,True,True,True,none
